"","Task","Choice","RID","VERSION","IP","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","block","design_offset","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C","Order"
"X137.3",4,1,"130","7","9d4a.1.3b.0"," 527.579","0","3","Bn35rb","1","-1"," 0","2","-2"," 3","2","4"," 200"," 9","70"," 2",NA," 8"," 6"," 7"," 6"," 3"," 3"," 3","3","3","1","0","0","2","2250","10","130","0",1,1,1,524,131,0,0,0,50,40,2.5,10,90,5,1
"X138",1,3,"211","7","7d5.7.da7.d"," 266.914","1","1","bt79 7nd","1"," 2"," 3","4"," 2"," 2","2","4","   0"," 7","50",NA," 1","11"," 8"," 7"," 7"," 7"," 7"," 7","3","3","1","1","0","5","4500"," 6","211","1",1,1,1,525,132,0,0,0,50,10,1,5,40,5,1
"X138.1",2,2,"211","7","7d5.7.da7.d"," 266.914","1","1","bt79 7nd","1"," 2"," 3","4"," 2"," 2","2","4","   0"," 7","50",NA," 1","11"," 8"," 7"," 7"," 7"," 7"," 7","3","3","1","1","0","5","4500"," 6","211","1",1,1,1,526,132,0,0,0,5,90,2.5,10,10,0.5,1
"X138.2",3,3,"211","7","7d5.7.da7.d"," 266.914","1","1","bt79 7nd","1"," 2"," 3","4"," 2"," 2","2","4","   0"," 7","50",NA," 1","11"," 8"," 7"," 7"," 7"," 7"," 7","3","3","1","1","0","5","4500"," 6","211","1",1,1,1,527,132,0,0,0,50,90,2.5,5,40,1,1
"X138.3",4,3,"211","7","7d5.7.da7.d"," 266.914","1","1","bt79 7nd","1"," 2"," 3","4"," 2"," 2","2","4","   0"," 7","50",NA," 1","11"," 8"," 7"," 7"," 7"," 7"," 7","3","3","1","1","0","5","4500"," 6","211","1",1,1,1,528,132,0,0,0,50,40,2.5,10,90,5,1
"X139",1,3,"170","7","f259.f3.4.8"," 389.959","0","1","M419WG","4"," 3"," 2","1"," 2"," 2","1","0","   0"," 6","40",NA," 1","11"," 1"," 8"," 8"," 8"," 8"," 8","5","3","1","0","1","3","2500","10","170","1",1,1,1,529,133,0,0,0,5,10,1,10,90,2.5,1
"X139.1",2,3,"170","7","f259.f3.4.8"," 389.959","0","1","M419WG","4"," 3"," 2","1"," 2"," 2","1","0","   0"," 6","40",NA," 1","11"," 1"," 8"," 8"," 8"," 8"," 8","5","3","1","0","1","3","2500","10","170","1",1,1,1,530,133,0,0,0,10,40,5,50,10,0.5,1
"X139.2",3,3,"170","7","f259.f3.4.8"," 389.959","0","1","M419WG","4"," 3"," 2","1"," 2"," 2","1","0","   0"," 6","40",NA," 1","11"," 1"," 8"," 8"," 8"," 8"," 8","5","3","1","0","1","3","2500","10","170","1",1,1,1,531,133,0,0,0,50,40,1,5,10,0.5,1
"X139.3",4,3,"170","7","f259.f3.4.8"," 389.959","0","1","M419WG","4"," 3"," 2","1"," 2"," 2","1","0","   0"," 6","40",NA," 1","11"," 1"," 8"," 8"," 8"," 8"," 8","5","3","1","0","1","3","2500","10","170","1",1,1,1,532,133,0,0,0,10,10,0.5,50,40,1,1
"X140",1,1,"162","7","992.4.550.e"," 421.663","1","2","pa4 0ap","1"," 0"," 0","4"," 1"," 3","2","4","   0"," 1"," 1",NA," 1"," 9"," 4"," 8"," 4"," 8"," 9","10","3","3","0","0","0","5","1750","10","162","1",1,1,1,533,134,0,0,0,50,10,1,5,40,5,1
"X140.1",2,3,"162","7","992.4.550.e"," 421.663","1","2","pa4 0ap","1"," 0"," 0","4"," 1"," 3","2","4","   0"," 1"," 1",NA," 1"," 9"," 4"," 8"," 4"," 8"," 9","10","3","3","0","0","0","5","1750","10","162","1",1,1,1,534,134,0,0,0,5,90,2.5,10,10,0.5,1
"X140.2",3,3,"162","7","992.4.550.e"," 421.663","1","2","pa4 0ap","1"," 0"," 0","4"," 1"," 3","2","4","   0"," 1"," 1",NA," 1"," 9"," 4"," 8"," 4"," 8"," 9","10","3","3","0","0","0","5","1750","10","162","1",1,1,1,535,134,0,0,0,50,90,2.5,5,40,1,1
"X140.3",4,1,"162","7","992.4.550.e"," 421.663","1","2","pa4 0ap","1"," 0"," 0","4"," 1"," 3","2","4","   0"," 1"," 1",NA," 1"," 9"," 4"," 8"," 4"," 8"," 9","10","3","3","0","0","0","5","1750","10","162","1",1,1,1,536,134,0,0,0,50,40,2.5,10,90,5,1
"X141",1,3,"192","7","9d4.96.82.5"," 325.986","1","3","CM8 1GW","1"," 3"," 4","2"," 3"," 4","1","0"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","1","1","1","5","2750","10","192","1",1,1,1,537,135,0,0,0,5,10,1,10,90,2.5,1
"X141.1",2,2,"192","7","9d4.96.82.5"," 325.986","1","3","CM8 1GW","1"," 3"," 4","2"," 3"," 4","1","0"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","1","1","1","5","2750","10","192","1",1,1,1,538,135,0,0,0,10,40,5,50,10,0.5,1
"X141.2",3,3,"192","7","9d4.96.82.5"," 325.986","1","3","CM8 1GW","1"," 3"," 4","2"," 3"," 4","1","0"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","1","1","1","5","2750","10","192","1",1,1,1,539,135,0,0,0,50,40,1,5,10,0.5,1
"X141.3",4,2,"192","7","9d4.96.82.5"," 325.986","1","3","CM8 1GW","1"," 3"," 4","2"," 3"," 4","1","0"," 400","10","80"," 1",NA,"10"," 9","10"," 9","10","10","10","3","3","1","1","1","5","2750","10","192","1",1,1,1,540,135,0,0,0,10,10,0.5,50,40,1,1
"X142",1,1,"186","7","a.cd.ef76.5"," 357.086","1","4","CF82 7HX","1"," 5"," 5","3"," 5"," 5","1","0"," 500"," 7","50"," 2",NA,"11","11","11","11","10"," 8"," 8","3","3","0","0","1","4","3500","10","186","0",1,1,1,541,136,0,0,0,5,10,1,10,90,2.5,1
"X142.1",2,1,"186","7","a.cd.ef76.5"," 357.086","1","4","CF82 7HX","1"," 5"," 5","3"," 5"," 5","1","0"," 500"," 7","50"," 2",NA,"11","11","11","11","10"," 8"," 8","3","3","0","0","1","4","3500","10","186","0",1,1,1,542,136,0,0,0,10,40,5,50,10,0.5,1
"X142.2",3,1,"186","7","a.cd.ef76.5"," 357.086","1","4","CF82 7HX","1"," 5"," 5","3"," 5"," 5","1","0"," 500"," 7","50"," 2",NA,"11","11","11","11","10"," 8"," 8","3","3","0","0","1","4","3500","10","186","0",1,1,1,543,136,0,0,0,50,40,1,5,10,0.5,1
"X142.3",4,1,"186","7","a.cd.ef76.5"," 357.086","1","4","CF82 7HX","1"," 5"," 5","3"," 5"," 5","1","0"," 500"," 7","50"," 2",NA,"11","11","11","11","10"," 8"," 8","3","3","0","0","1","4","3500","10","186","0",1,1,1,544,136,0,0,0,10,10,0.5,50,40,1,1
"X143",1,2,"198","7","974.6f5.e.1"," 326.579","1","2","SO40 3GB","1"," 2"," 2","3"," 2"," 2","2","4"," 500"," 8","60"," 2",NA,"11","11","10","10","10","10","10","3","3","1","0","1","4","2250","10","198","0",1,1,1,545,137,0,0,0,50,10,1,5,40,5,1
"X143.1",2,3,"198","7","974.6f5.e.1"," 326.579","1","2","SO40 3GB","1"," 2"," 2","3"," 2"," 2","2","4"," 500"," 8","60"," 2",NA,"11","11","10","10","10","10","10","3","3","1","0","1","4","2250","10","198","0",1,1,1,546,137,0,0,0,5,90,2.5,10,10,0.5,1
"X143.2",3,3,"198","7","974.6f5.e.1"," 326.579","1","2","SO40 3GB","1"," 2"," 2","3"," 2"," 2","2","4"," 500"," 8","60"," 2",NA,"11","11","10","10","10","10","10","3","3","1","0","1","4","2250","10","198","0",1,1,1,547,137,0,0,0,50,90,2.5,5,40,1,1
"X143.3",4,1,"198","7","974.6f5.e.1"," 326.579","1","2","SO40 3GB","1"," 2"," 2","3"," 2"," 2","2","4"," 500"," 8","60"," 2",NA,"11","11","10","10","10","10","10","3","3","1","0","1","4","2250","10","198","0",1,1,1,548,137,0,0,0,50,40,2.5,10,90,5,1
"X144",1,3,"176","7","9d.437.cb.9"," 396.019","0","3","b98","1"," 2"," 1","4"," 0"," 5","1","0","   0"," 6","40",NA," 1"," 9"," 7"," 8"," 6"," 8"," 9","10","3","3","0","0","0","5","2250","10","176","1",1,1,1,549,138,0,0,0,5,10,1,10,90,2.5,1
"X144.1",2,3,"176","7","9d.437.cb.9"," 396.019","0","3","b98","1"," 2"," 1","4"," 0"," 5","1","0","   0"," 6","40",NA," 1"," 9"," 7"," 8"," 6"," 8"," 9","10","3","3","0","0","0","5","2250","10","176","1",1,1,1,550,138,0,0,0,10,40,5,50,10,0.5,1
"X144.2",3,3,"176","7","9d.437.cb.9"," 396.019","0","3","b98","1"," 2"," 1","4"," 0"," 5","1","0","   0"," 6","40",NA," 1"," 9"," 7"," 8"," 6"," 8"," 9","10","3","3","0","0","0","5","2250","10","176","1",1,1,1,551,138,0,0,0,50,40,1,5,10,0.5,1
"X144.3",4,2,"176","7","9d.437.cb.9"," 396.019","0","3","b98","1"," 2"," 1","4"," 0"," 5","1","0","   0"," 6","40",NA," 1"," 9"," 7"," 8"," 6"," 8"," 9","10","3","3","0","0","0","5","2250","10","176","1",1,1,1,552,138,0,0,0,10,10,0.5,50,40,1,1
"X145",1,2,"151","7","c4.1b8.cf.2"," 471.288","1","4","IP11 0UD","1"," 2"," 2","2"," 3"," 2","1","0"," 400"," 7","50"," 1",NA," 9"," 6"," 9"," 6"," 9","10","10","3","3","0","0","1","4","2500","10","151","1",1,1,1,553,139,0,0,0,5,10,1,10,90,2.5,1
"X145.1",2,1,"151","7","c4.1b8.cf.2"," 471.288","1","4","IP11 0UD","1"," 2"," 2","2"," 3"," 2","1","0"," 400"," 7","50"," 1",NA," 9"," 6"," 9"," 6"," 9","10","10","3","3","0","0","1","4","2500","10","151","1",1,1,1,554,139,0,0,0,10,40,5,50,10,0.5,1
"X145.2",3,3,"151","7","c4.1b8.cf.2"," 471.288","1","4","IP11 0UD","1"," 2"," 2","2"," 3"," 2","1","0"," 400"," 7","50"," 1",NA," 9"," 6"," 9"," 6"," 9","10","10","3","3","0","0","1","4","2500","10","151","1",1,1,1,555,139,0,0,0,50,40,1,5,10,0.5,1
"X145.3",4,2,"151","7","c4.1b8.cf.2"," 471.288","1","4","IP11 0UD","1"," 2"," 2","2"," 3"," 2","1","0"," 400"," 7","50"," 1",NA," 9"," 6"," 9"," 6"," 9","10","10","3","3","0","0","1","4","2500","10","151","1",1,1,1,556,139,0,0,0,10,10,0.5,50,40,1,1
"X146",1,1,"183","7","9.02f.770.a"," 389.706","0","3","ng6 0qp","1"," 2"," 0","2"," 1"," 0","2","4"," 500"," 4","20"," 1",NA," 8"," 8"," 8"," 8"," 8"," 9"," 9","3","3","0","0","1","3","3500"," 8","183","1",1,1,1,557,140,0,0,0,50,10,1,5,40,5,1
"X146.1",2,3,"183","7","9.02f.770.a"," 389.706","0","3","ng6 0qp","1"," 2"," 0","2"," 1"," 0","2","4"," 500"," 4","20"," 1",NA," 8"," 8"," 8"," 8"," 8"," 9"," 9","3","3","0","0","1","3","3500"," 8","183","1",1,1,1,558,140,0,0,0,5,90,2.5,10,10,0.5,1
"X146.2",3,3,"183","7","9.02f.770.a"," 389.706","0","3","ng6 0qp","1"," 2"," 0","2"," 1"," 0","2","4"," 500"," 4","20"," 1",NA," 8"," 8"," 8"," 8"," 8"," 9"," 9","3","3","0","0","1","3","3500"," 8","183","1",1,1,1,559,140,0,0,0,50,90,2.5,5,40,1,1
"X146.3",4,1,"183","7","9.02f.770.a"," 389.706","0","3","ng6 0qp","1"," 2"," 0","2"," 1"," 0","2","4"," 500"," 4","20"," 1",NA," 8"," 8"," 8"," 8"," 8"," 9"," 9","3","3","0","0","1","3","3500"," 8","183","1",1,1,1,560,140,0,0,0,50,40,2.5,10,90,5,1
"X147",1,2,"210","7","9.34.0c6c.a"," 322.270","1","4","Pe7 8ar","1"," 3"," 4","3"," 1"," 1","1","0"," 500"," 8","60"," 1",NA,"11"," 9"," 8"," 8"," 9"," 9","10","4","3","0","1","1","4","2750","10","210","1",1,1,1,561,141,0,0,0,5,10,1,10,90,2.5,1
"X147.1",2,1,"210","7","9.34.0c6c.a"," 322.270","1","4","Pe7 8ar","1"," 3"," 4","3"," 1"," 1","1","0"," 500"," 8","60"," 1",NA,"11"," 9"," 8"," 8"," 9"," 9","10","4","3","0","1","1","4","2750","10","210","1",1,1,1,562,141,0,0,0,10,40,5,50,10,0.5,1
"X147.2",3,3,"210","7","9.34.0c6c.a"," 322.270","1","4","Pe7 8ar","1"," 3"," 4","3"," 1"," 1","1","0"," 500"," 8","60"," 1",NA,"11"," 9"," 8"," 8"," 9"," 9","10","4","3","0","1","1","4","2750","10","210","1",1,1,1,563,141,0,0,0,50,40,1,5,10,0.5,1
"X147.3",4,2,"210","7","9.34.0c6c.a"," 322.270","1","4","Pe7 8ar","1"," 3"," 4","3"," 1"," 1","1","0"," 500"," 8","60"," 1",NA,"11"," 9"," 8"," 8"," 9"," 9","10","4","3","0","1","1","4","2750","10","210","1",1,1,1,564,141,0,0,0,10,10,0.5,50,40,1,1
"X148",1,3,"196","7","9bb.cd.c4.0"," 370.236","1","2","sy22","1"," 1"," 1","3"," 2"," 2","2","4"," 100","10","80"," 1",NA,"11"," 2"," 7"," 2","10","10","10","3","3","1","1","0","5","1750"," 9","196","1",1,1,1,565,142,0,0,0,50,10,1,5,40,5,1
"X148.1",2,3,"196","7","9bb.cd.c4.0"," 370.236","1","2","sy22","1"," 1"," 1","3"," 2"," 2","2","4"," 100","10","80"," 1",NA,"11"," 2"," 7"," 2","10","10","10","3","3","1","1","0","5","1750"," 9","196","1",1,1,1,566,142,0,0,0,5,90,2.5,10,10,0.5,1
"X148.2",3,3,"196","7","9bb.cd.c4.0"," 370.236","1","2","sy22","1"," 1"," 1","3"," 2"," 2","2","4"," 100","10","80"," 1",NA,"11"," 2"," 7"," 2","10","10","10","3","3","1","1","0","5","1750"," 9","196","1",1,1,1,567,142,0,0,0,50,90,2.5,5,40,1,1
"X148.3",4,3,"196","7","9bb.cd.c4.0"," 370.236","1","2","sy22","1"," 1"," 1","3"," 2"," 2","2","4"," 100","10","80"," 1",NA,"11"," 2"," 7"," 2","10","10","10","3","3","1","1","0","5","1750"," 9","196","1",1,1,1,568,142,0,0,0,50,40,2.5,10,90,5,1
"X149",1,3,"231","8","936e.a5.0.9"," 266.423","1","2","Me16 8dd","1"," 3"," 1","2"," 1"," 4","1","0"," 500"," 4","20"," 1",NA,"11"," 7","11"," 9"," 9","10","11","4","3","0","1","1","5","2750","10","231","1",1,1,1,569,143,0,0,0,5,10,1,10,90,2.5,1
"X149.1",2,2,"231","8","936e.a5.0.9"," 266.423","1","2","Me16 8dd","1"," 3"," 1","2"," 1"," 4","1","0"," 500"," 4","20"," 1",NA,"11"," 7","11"," 9"," 9","10","11","4","3","0","1","1","5","2750","10","231","1",1,1,1,570,143,0,0,0,10,40,5,50,10,0.5,1
"X149.2",3,2,"231","8","936e.a5.0.9"," 266.423","1","2","Me16 8dd","1"," 3"," 1","2"," 1"," 4","1","0"," 500"," 4","20"," 1",NA,"11"," 7","11"," 9"," 9","10","11","4","3","0","1","1","5","2750","10","231","1",1,1,1,571,143,0,0,0,50,40,1,5,10,0.5,1
"X149.3",4,3,"231","8","936e.a5.0.9"," 266.423","1","2","Me16 8dd","1"," 3"," 1","2"," 1"," 4","1","0"," 500"," 4","20"," 1",NA,"11"," 7","11"," 9"," 9","10","11","4","3","0","1","1","5","2750","10","231","1",1,1,1,572,143,0,0,0,10,10,0.5,50,40,1,1
"X150",1,2,"212","7","148.7.c58.1"," 333.495","0","2","SS95yb","1"," 1"," 2","3"," 0"," 0","1","0"," 600"," 6","40"," 1",NA," 8"," 2"," 9"," 4"," 6"," 7"," 8","3","3","1","1","1","3","5000"," 8","212","1",1,1,1,573,144,0,0,0,5,10,1,10,90,2.5,1
"X150.1",2,3,"212","7","148.7.c58.1"," 333.495","0","2","SS95yb","1"," 1"," 2","3"," 0"," 0","1","0"," 600"," 6","40"," 1",NA," 8"," 2"," 9"," 4"," 6"," 7"," 8","3","3","1","1","1","3","5000"," 8","212","1",1,1,1,574,144,0,0,0,10,40,5,50,10,0.5,1
"X150.2",3,2,"212","7","148.7.c58.1"," 333.495","0","2","SS95yb","1"," 1"," 2","3"," 0"," 0","1","0"," 600"," 6","40"," 1",NA," 8"," 2"," 9"," 4"," 6"," 7"," 8","3","3","1","1","1","3","5000"," 8","212","1",1,1,1,575,144,0,0,0,50,40,1,5,10,0.5,1
"X150.3",4,3,"212","7","148.7.c58.1"," 333.495","0","2","SS95yb","1"," 1"," 2","3"," 0"," 0","1","0"," 600"," 6","40"," 1",NA," 8"," 2"," 9"," 4"," 6"," 7"," 8","3","3","1","1","1","3","5000"," 8","212","1",1,1,1,576,144,0,0,0,10,10,0.5,50,40,1,1
"X151",1,2,"165","7","ef0.a.1a6.7"," 471.251","1","2","DE6 2JB","1"," 1"," 3","2"," 1"," 4","2","4"," 300"," 5","30"," 1",NA,"11"," 6"," 7"," 4"," 9","10","11","4","3","0","0","0","4","4500","10","165","1",1,1,1,577,145,0,0,0,50,10,1,5,40,5,1
"X151.1",2,3,"165","7","ef0.a.1a6.7"," 471.251","1","2","DE6 2JB","1"," 1"," 3","2"," 1"," 4","2","4"," 300"," 5","30"," 1",NA,"11"," 6"," 7"," 4"," 9","10","11","4","3","0","0","0","4","4500","10","165","1",1,1,1,578,145,0,0,0,5,90,2.5,10,10,0.5,1
"X151.2",3,3,"165","7","ef0.a.1a6.7"," 471.251","1","2","DE6 2JB","1"," 1"," 3","2"," 1"," 4","2","4"," 300"," 5","30"," 1",NA,"11"," 6"," 7"," 4"," 9","10","11","4","3","0","0","0","4","4500","10","165","1",1,1,1,579,145,0,0,0,50,90,2.5,5,40,1,1
"X151.3",4,2,"165","7","ef0.a.1a6.7"," 471.251","1","2","DE6 2JB","1"," 1"," 3","2"," 1"," 4","2","4"," 300"," 5","30"," 1",NA,"11"," 6"," 7"," 4"," 9","10","11","4","3","0","0","0","4","4500","10","165","1",1,1,1,580,145,0,0,0,50,40,2.5,10,90,5,1
"X152",1,2,"222","8","9350.56.6.d"," 298.555","1","1","BN3 4GJ","1"," 5"," 4","2"," 3"," 4","2","4"," 500"," 7","50"," 1",NA,"11","11","11","11","11","11","11","4","4","1","0","1","5","3500","10","222","1",1,1,1,581,146,0,0,0,50,10,1,5,40,5,1
"X152.1",2,2,"222","8","9350.56.6.d"," 298.555","1","1","BN3 4GJ","1"," 5"," 4","2"," 3"," 4","2","4"," 500"," 7","50"," 1",NA,"11","11","11","11","11","11","11","4","4","1","0","1","5","3500","10","222","1",1,1,1,582,146,0,0,0,5,90,2.5,10,10,0.5,1
"X152.2",3,2,"222","8","9350.56.6.d"," 298.555","1","1","BN3 4GJ","1"," 5"," 4","2"," 3"," 4","2","4"," 500"," 7","50"," 1",NA,"11","11","11","11","11","11","11","4","4","1","0","1","5","3500","10","222","1",1,1,1,583,146,0,0,0,50,90,2.5,5,40,1,1
"X152.3",4,3,"222","8","9350.56.6.d"," 298.555","1","1","BN3 4GJ","1"," 5"," 4","2"," 3"," 4","2","4"," 500"," 7","50"," 1",NA,"11","11","11","11","11","11","11","4","4","1","0","1","5","3500","10","222","1",1,1,1,584,146,0,0,0,50,40,2.5,10,90,5,1
"X153",1,1,"156","7","97.45.245.4"," 489.288","1","4","NE32 3PB","1"," 3"," 3","3"," 3"," 3","2","4"," 300"," 6","40"," 2",NA," 9"," 7"," 9"," 7"," 9","10","11","3","3","1","0","1","3","2250","10","156","0",1,1,1,585,147,0,0,0,50,10,1,5,40,5,1
"X153.1",2,3,"156","7","97.45.245.4"," 489.288","1","4","NE32 3PB","1"," 3"," 3","3"," 3"," 3","2","4"," 300"," 6","40"," 2",NA," 9"," 7"," 9"," 7"," 9","10","11","3","3","1","0","1","3","2250","10","156","0",1,1,1,586,147,0,0,0,5,90,2.5,10,10,0.5,1
"X153.2",3,1,"156","7","97.45.245.4"," 489.288","1","4","NE32 3PB","1"," 3"," 3","3"," 3"," 3","2","4"," 300"," 6","40"," 2",NA," 9"," 7"," 9"," 7"," 9","10","11","3","3","1","0","1","3","2250","10","156","0",1,1,1,587,147,0,0,0,50,90,2.5,5,40,1,1
"X153.3",4,2,"156","7","97.45.245.4"," 489.288","1","4","NE32 3PB","1"," 3"," 3","3"," 3"," 3","2","4"," 300"," 6","40"," 2",NA," 9"," 7"," 9"," 7"," 9","10","11","3","3","1","0","1","3","2250","10","156","0",1,1,1,588,147,0,0,0,50,40,2.5,10,90,5,1
"X154",1,2,"171","7","56a.c4.1e.b"," 467.905","1","2","GU11 4AX","1"," 2"," 2","2"," 1"," 3","2","4"," 700"," 3","10"," 1",NA," 7"," 1"," 3"," 1"," 5"," 8"," 8","3","3","1","0","0","4","4500"," 7","171","1",1,1,1,589,148,0,0,0,50,10,1,5,40,5,1
"X154.1",2,3,"171","7","56a.c4.1e.b"," 467.905","1","2","GU11 4AX","1"," 2"," 2","2"," 1"," 3","2","4"," 700"," 3","10"," 1",NA," 7"," 1"," 3"," 1"," 5"," 8"," 8","3","3","1","0","0","4","4500"," 7","171","1",1,1,1,590,148,0,0,0,5,90,2.5,10,10,0.5,1
"X154.2",3,3,"171","7","56a.c4.1e.b"," 467.905","1","2","GU11 4AX","1"," 2"," 2","2"," 1"," 3","2","4"," 700"," 3","10"," 1",NA," 7"," 1"," 3"," 1"," 5"," 8"," 8","3","3","1","0","0","4","4500"," 7","171","1",1,1,1,591,148,0,0,0,50,90,2.5,5,40,1,1
"X154.3",4,1,"171","7","56a.c4.1e.b"," 467.905","1","2","GU11 4AX","1"," 2"," 2","2"," 1"," 3","2","4"," 700"," 3","10"," 1",NA," 7"," 1"," 3"," 1"," 5"," 8"," 8","3","3","1","0","0","4","4500"," 7","171","1",1,1,1,592,148,0,0,0,50,40,2.5,10,90,5,1
"X155",1,1,"154","7","9f.401.5f.7"," 506.894","1","2","Nr8 6xx","1"," 2"," 1","2","-2"," 3","2","4"," 400"," 4","20"," 2",NA," 7"," 7"," 8"," 7"," 7"," 7"," 7","3","3","1","0","1","5","2250"," 9","154","0",1,1,1,593,149,0,0,0,50,10,1,5,40,5,1
"X155.1",2,3,"154","7","9f.401.5f.7"," 506.894","1","2","Nr8 6xx","1"," 2"," 1","2","-2"," 3","2","4"," 400"," 4","20"," 2",NA," 7"," 7"," 8"," 7"," 7"," 7"," 7","3","3","1","0","1","5","2250"," 9","154","0",1,1,1,594,149,0,0,0,5,90,2.5,10,10,0.5,1
"X155.2",3,1,"154","7","9f.401.5f.7"," 506.894","1","2","Nr8 6xx","1"," 2"," 1","2","-2"," 3","2","4"," 400"," 4","20"," 2",NA," 7"," 7"," 8"," 7"," 7"," 7"," 7","3","3","1","0","1","5","2250"," 9","154","0",1,1,1,595,149,0,0,0,50,90,2.5,5,40,1,1
"X155.3",4,1,"154","7","9f.401.5f.7"," 506.894","1","2","Nr8 6xx","1"," 2"," 1","2","-2"," 3","2","4"," 400"," 4","20"," 2",NA," 7"," 7"," 8"," 7"," 7"," 7"," 7","3","3","1","0","1","5","2250"," 9","154","0",1,1,1,596,149,0,0,0,50,40,2.5,10,90,5,1
"X156",1,3,"220","8","97.e00.dc.9"," 324.406","1","3","Ls15 9dr","2"," 3"," 4","2"," 2"," 5","2","4"," 600"," 1"," 1"," 1",NA,"11"," 9","11","10","11","10"," 9","3","3","0","0","1","5","2500","10","220","1",1,1,1,597,150,0,0,0,50,10,1,5,40,5,1
"X156.1",2,2,"220","8","97.e00.dc.9"," 324.406","1","3","Ls15 9dr","2"," 3"," 4","2"," 2"," 5","2","4"," 600"," 1"," 1"," 1",NA,"11"," 9","11","10","11","10"," 9","3","3","0","0","1","5","2500","10","220","1",1,1,1,598,150,0,0,0,5,90,2.5,10,10,0.5,1
"X156.2",3,3,"220","8","97.e00.dc.9"," 324.406","1","3","Ls15 9dr","2"," 3"," 4","2"," 2"," 5","2","4"," 600"," 1"," 1"," 1",NA,"11"," 9","11","10","11","10"," 9","3","3","0","0","1","5","2500","10","220","1",1,1,1,599,150,0,0,0,50,90,2.5,5,40,1,1
"X156.3",4,3,"220","8","97.e00.dc.9"," 324.406","1","3","Ls15 9dr","2"," 3"," 4","2"," 2"," 5","2","4"," 600"," 1"," 1"," 1",NA,"11"," 9","11","10","11","10"," 9","3","3","0","0","1","5","2500","10","220","1",1,1,1,600,150,0,0,0,50,40,2.5,10,90,5,1
"X157",1,3,"182","7","f2.f48.53.c"," 444.309","1","4","NR31 9QY","1"," 3"," 3","4"," 0"," 5","1","0"," 400"," 9","70"," 1",NA,"11","11","11","11","11","11","11","4","3","1","0","1","4","2250","10","182","1",1,1,1,601,151,0,0,0,5,10,1,10,90,2.5,1
"X157.1",2,1,"182","7","f2.f48.53.c"," 444.309","1","4","NR31 9QY","1"," 3"," 3","4"," 0"," 5","1","0"," 400"," 9","70"," 1",NA,"11","11","11","11","11","11","11","4","3","1","0","1","4","2250","10","182","1",1,1,1,602,151,0,0,0,10,40,5,50,10,0.5,1
"X157.2",3,3,"182","7","f2.f48.53.c"," 444.309","1","4","NR31 9QY","1"," 3"," 3","4"," 0"," 5","1","0"," 400"," 9","70"," 1",NA,"11","11","11","11","11","11","11","4","3","1","0","1","4","2250","10","182","1",1,1,1,603,151,0,0,0,50,40,1,5,10,0.5,1
"X157.3",4,2,"182","7","f2.f48.53.c"," 444.309","1","4","NR31 9QY","1"," 3"," 3","4"," 0"," 5","1","0"," 400"," 9","70"," 1",NA,"11","11","11","11","11","11","11","4","3","1","0","1","4","2250","10","182","1",1,1,1,604,151,0,0,0,10,10,0.5,50,40,1,1
"X158",1,3,"144","7","9d5.2a.42.b"," 556.318","0","2","GU9 9RH","1","-1"," 1","2"," 2"," 1","2","4"," 300"," 1"," 1"," 1",NA,"10"," 6","10"," 6","10","10","10","4","4","0","0","1","3","4500","10","144","1",1,1,1,605,152,0,0,0,50,10,1,5,40,5,1
"X158.1",2,3,"144","7","9d5.2a.42.b"," 556.318","0","2","GU9 9RH","1","-1"," 1","2"," 2"," 1","2","4"," 300"," 1"," 1"," 1",NA,"10"," 6","10"," 6","10","10","10","4","4","0","0","1","3","4500","10","144","1",1,1,1,606,152,0,0,0,5,90,2.5,10,10,0.5,1
"X158.2",3,3,"144","7","9d5.2a.42.b"," 556.318","0","2","GU9 9RH","1","-1"," 1","2"," 2"," 1","2","4"," 300"," 1"," 1"," 1",NA,"10"," 6","10"," 6","10","10","10","4","4","0","0","1","3","4500","10","144","1",1,1,1,607,152,0,0,0,50,90,2.5,5,40,1,1
"X158.3",4,2,"144","7","9d5.2a.42.b"," 556.318","0","2","GU9 9RH","1","-1"," 1","2"," 2"," 1","2","4"," 300"," 1"," 1"," 1",NA,"10"," 6","10"," 6","10","10","10","4","4","0","0","1","3","4500","10","144","1",1,1,1,608,152,0,0,0,50,40,2.5,10,90,5,1
