"","X","RID","DURATION","Gender","AgeBracket","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","Choice_1","Choice_2","Choice_3","Choice_4","A1X1_1","A1X1_2","A1X1_3","A1X1_4","A1X2_1","A1X2_2","A1X2_3","A1X2_4","A1X3_1","A1X3_2","A1X3_3","A1X3_4","A2X1_1","A2X1_2","A2X1_3","A2X1_4","A2X2_1","A2X2_2","A2X2_3","A2X2_4","A2X3_1","A2X3_2","A2X3_3","A2X3_4","A3X1_1","A3X1_2","A3X1_3","A3X1_4","A3X2_1","A3X2_2","A3X2_3","A3X2_4","A3X3_1","A3X3_2","A3X3_3","A3X3_4","CV","Transform1","WhatWillScienceSay","VarianceUpperBound","VarianceLowerBound","EstimatedVariance","ModelWTP","b_Price.ID","b_Price.post.mean","b_Price.post.sd","b_Performance_10.ID","b_Performance_10.post.mean","b_Performance_10.post.sd","b_Performance_50.ID","b_Performance_50.post.mean","b_Performance_50.post.sd","b_Emissions_40.ID","b_Emissions_40.post.mean","b_Emissions_40.post.sd","b_Emissions_90.ID","b_Emissions_90.post.mean","b_Emissions_90.post.sd","Order"
"349",349,303,739.136,1,2,2,3,3,3,1,3,500,6,40,1,NA,1,0,11,6,11,7,9,11,11,2,3,1,1,0,5,2750,8,303,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0146522767868704,3,0,6,0.5625,113.668401976615,349,-4.19353515936391,1.89695652039884,349,1.50403120148225,0.453774864079425,349,0.527530066357603,0.0232508104285342,349,-0.61760791918131,0.343771165721078,349,-1.9653569574393,0.168560817952557,0
"350",350,383,468.673,0,1,1,-2,-1,4,0,0,0,4,20,NA,1,1,0,10,1,1,1,4,4,4,3,3,0,1,0,5,1250,10,383,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0161293819298836,-1,-6,4,1.5625,53.3050660837035,350,-0.226352122994833,0.383039723334419,350,1.3861879001494,0.573345317869547,350,0.52664534141195,0.0224385280056518,350,-0.820529666751135,0.415110914205267,350,-1.87528418863046,0.194773575893511,0
"351",351,381,477.291,0,4,1,1,2,2,2,5,200,8,60,1,NA,2,4,11,7,8,7,10,11,11,4,4,0,0,1,2,750,10,381,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.083381608939051,2,1,3,0.0625,87.2995491394646,351,-0.237372131941051,0.34556255779483,351,1.40807787987771,0.602185665752812,351,0.526930831774103,0.0211824085164172,351,-0.813369920530579,0.402653761353405,351,-1.88119974285303,0.190557351890616,0
"352",352,421,318.659,0,3,1,1,0,2,1,1,500,10,80,2,NA,1,0,6,2,6,1,5,5,4,3,3,1,0,0,5,4500,10,421,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0179377006866673,0,-1,1,0.0625,72.0014490124645,352,-0.205892934693135,0.324378131096852,352,1.41659336494112,0.566444058791475,352,0.52633160461172,0.0225003251364383,352,-0.736648188623776,0.408422326034916,352,-1.88023147921431,0.196134255549389,0
"353",353,393,422.913,0,2,1,-2,0,2,-1,-1,600,6,40,2,NA,2,4,9,8,5,2,6,7,8,3,3,0,0,0,3,3500,9,393,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0114943794257351,0,-1,1,0.0625,73.1574338052758,353,-2.6248721374916,1.5693976870445,353,1.42311573329072,0.53080854607345,353,0.528137717798216,0.0226513140880008,353,-0.895198526207948,0.364881728762545,353,-1.86219620609156,0.169687131996707,0
"354",354,335,661.172,1,2,3,2,2,2,2,2,400,9,70,1,NA,2,4,11,8,9,9,9,10,10,3,3,0,1,1,5,4500,8,335,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0156778127192298,2,1,3,0.0625,100.846741424416,354,-0.0546430581733038,0.0917622448588571,354,1.42231541422982,0.589525913426534,354,0.526223973038051,0.0221369091334046,354,-0.783156550066324,0.402854660720479,354,-1.89004576126158,0.199870503816419,0
"355",355,425,287.532,0,1,1,1,2,3,-1,1,700,3,10,1,NA,1,0,9,7,10,8,8,9,10,3,3,0,0,1,5,3500,9,425,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00286123228103223,2,-1,5,0.5625,100.702045781872,355,-1.9510814268913,1.06162330683959,355,1.69808762943996,0.508612847246948,355,0.522710135233885,0.0188703404246203,355,-0.598979621924597,0.377046474029977,355,-1.91119575676494,0.190149712258352,0
"356",356,422,323.081,0,3,1,3,3,2,3,3,400,4,20,2,NA,1,0,8,8,8,8,9,9,9,4,4,0,1,1,2,1750,10,422,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0114943794257351,3,2,4,0.0625,117.24740464663,356,-0.157440232790103,0.26763951641376,356,1.4135454692012,0.567549364637352,356,0.525424766821287,0.0222106992740319,356,-0.750344094955764,0.415098081628681,356,-1.88393189742987,0.195885739963902,0
"357",357,387,486.503,1,3,1,3,3,2,4,4,400,4,20,1,NA,2,4,11,11,11,11,11,11,11,3,3,0,0,1,3,3500,10,387,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00573067470898498,3,2,4,0.0625,118.491689836687,357,-0.184755586310305,0.283008324460909,357,1.40245709177248,0.574780791964183,357,0.527079282932167,0.0215675962949322,357,-0.760062896258175,0.403952088722508,357,-1.89153176463564,0.194508540258616,0
"358",358,397,442.233,1,5,1,3,0,2,1,1,400,1,1,1,NA,2,4,10,8,10,7,7,7,7,4,4,0,0,1,3,4500,10,397,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000222246917238848,0,-1,1,0.0625,75.2002355466146,358,-2.51638396908712,1.58501756788544,358,1.3786761139408,0.555239696285767,358,0.524104263087371,0.0215265336078783,358,-0.988872285995315,0.396917417439111,358,-1.94066781134543,0.216699309260431,0
"359",359,319,751.987,1,1,1,3,3,2,3,3,0,6,40,NA,1,1,0,11,9,11,8,10,11,11,5,3,1,1,0,2,1250,10,319,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0325231917055601,3,2,4,0.0625,112.740529758436,359,-0.0757333568000448,0.129512715181297,359,1.38252746449496,0.591825545584938,359,0.527314064081418,0.0215085039558318,359,-0.827977505048421,0.392934245916955,359,-1.89629079838219,0.189621590642288,0
"360",360,431,302.928,1,5,1,2,3,2,2,2,400,4,20,2,NA,2,4,9,7,9,7,10,10,10,3,3,0,0,0,4,1750,5,431,2,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0114943794257351,3,2,4,0.0625,117.24740464663,360,-0.121648733414022,0.197674942084906,360,1.43860906110046,0.582155485139167,360,0.525943864625388,0.0219740130047969,360,-0.776716131399383,0.423186403113126,360,-1.89938791975993,0.195359923258855,0
"361",361,420,376.284,0,4,1,-2,-1,4,-1,2,600,5,30,2,NA,1,0,11,9,11,9,8,5,5,3,3,0,1,0,5,1750,10,420,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.017291497110061,-1,-6,4,1.5625,53.1271633331375,361,-0.236052659743941,0.408117674024691,361,1.38898567239757,0.583677760351335,361,0.526050076874019,0.0221297242333438,361,-0.835814682667806,0.417640055768708,361,-1.88121638070707,0.194955299594765,0
"362",362,374,563.126,0,2,1,3,4,2,3,5,600,3,10,1,NA,2,4,10,7,10,8,9,10,11,3,3,1,1,1,4,2750,8,374,1,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00364299127850109,4,3,5,0.0625,135.164523930898,362,-2.70582462417494,1.61538906153331,362,1.36676285732007,0.521955163766182,362,0.523478307186557,0.0237230024911163,362,-0.932431894675113,0.407941293405235,362,-1.84598047671046,0.199040968778706,0
"363",363,424,343.108,0,5,1,5,5,1,5,5,0,4,20,NA,1,1,0,11,8,11,11,11,11,11,5,5,0,0,1,1,750,10,424,3,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0270286723879193,5,5,5,0,146.892859751434,363,-0.290149400623505,0.453661227549976,363,1.40699686532673,0.555059335460857,363,0.526780632250991,0.0220795331402026,363,-0.846874507123154,0.414150004404216,363,-1.88970119814894,0.192021547454798,0
"364",364,414,403.554,1,5,1,2,3,2,3,3,600,10,80,1,NA,1,0,10,7,10,8,11,11,11,3,3,0,0,1,5,1750,9,414,2,3,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0467921615067589,3,2,4,0.0625,109.713203659102,364,-0.212454546161168,0.346941759712204,364,1.3976344820935,0.582430809741535,364,0.526657935339189,0.0222534873127568,364,-0.832542407537344,0.418016316475547,364,-1.87913237458638,0.193618831777761,0
"365",365,357,648.426,1,4,1,3,4,2,4,4,600,1,1,1,NA,2,4,10,7,11,7,9,10,11,3,3,1,1,0,3,2500,10,357,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.000400080021339691,4,3,5,0.0625,135.890217393046,365,-0.0565159957594053,0.0974745590799011,365,1.44408825008807,0.579182218948515,365,0.527080316469928,0.021709794162365,365,-0.810470273813257,0.40745453391746,365,-1.87739614730478,0.192930999135554,0
"366",366,398,464.739,1,4,2,4,4,3,4,4,900,2,5,1,NA,1,0,10,8,10,10,11,11,11,3,3,0,0,0,5,1250,10,398,3,1,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00400802139753882,4,1,7,0.5625,132.067264969498,366,-1.30313894793497,1.45813145461998,366,1.37529564184689,0.563778170736384,366,0.524444278639547,0.0241140496712556,366,-0.991473879025727,0.421225348460357,366,-1.94047136083312,0.200296032628876,0
"367",367,430,330.619,0,5,1,1,0,4,0,0,200,4,20,2,NA,2,4,2,1,2,1,4,4,4,3,3,1,0,0,4,1250,10,430,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0161293819298836,0,-5,5,1.5625,65.2342121506259,367,-53.9231800689578,141.7524684347,367,1.53638719519687,0.558407222024749,367,0.524017081228514,0.0215816126805266,367,-0.646190984639015,0.356811352917546,367,-1.82851987202857,0.178727162524982,0
"368",368,343,694.764,0,4,1,1,0,3,1,2,500,3,10,1,NA,2,4,10,4,9,5,8,9,10,3,3,0,0,1,5,2250,10,343,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00445435034938031,0,-3,3,0.5625,71.9946744977269,368,-0.0639177990036711,0.107369819011081,368,1.39475770644395,0.544606182371521,368,0.527351081740862,0.0208779266151782,368,-0.778315225850174,0.414203205110312,368,-1.88376420809082,0.202377635356281,0
"369",369,392,511.836,2,5,1,5,5,2,5,5,200,7,50,1,NA,1,0,11,10,11,10,11,11,11,3,3,0,0,1,5,1250,10,392,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0408219945202552,5,4,6,0.0625,143.377320338027,369,-0.0668510180160254,0.124337915751898,369,1.41069017648453,0.559276579431694,369,0.526896956208943,0.0225833882534194,369,-0.811818277707651,0.402667770932377,369,-1.89634986365513,0.191851433621053,0
"370",370,446,279.088,0,2,1,2,3,2,2,1,300,5,30,1,NA,2,4,10,9,10,9,8,9,10,3,3,1,0,1,5,3500,10,446,2,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.00860837453660016,3,2,4,0.0625,117.869972120239,370,-0.238819129943817,0.362537460954004,370,1.41912831080051,0.580704269327158,370,0.524906412405247,0.0218147048426516,370,-0.83078537898769,0.413544581053974,370,-1.8910780165404,0.193273125468396,0
"371",371,368,627.045,1,2,1,2,2,2,1,1,400,9,70,2,NA,2,4,8,7,8,6,7,7,10,4,4,1,0,1,3,1250,7,368,2,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0576291128366364,2,1,3,0.0625,92.3648064114763,371,-0.244926116692037,0.351866282416815,371,1.42450861690154,0.570649836551963,371,0.526485080575678,0.0224576709918784,371,-0.817197177860523,0.410336983849386,371,-1.86755669506206,0.190999639527283,0
"372",372,364,633.204,1,4,1,3,3,2,3,3,0,8,60,NA,1,1,0,7,1,9,8,9,10,11,3,3,1,0,1,5,4500,10,364,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0134230203321407,3,2,4,0.0625,116.831891207874,372,-0.208619680083094,0.339964222212239,372,1.40182225609307,0.568756809183667,372,0.526056340122407,0.0225528025762318,372,-0.753887826684666,0.388135231024869,372,-1.88498419325556,0.202572551690359,0
"373",373,379,580.331,0,3,1,3,3,2,2,5,0,9,70,NA,1,1,0,11,8,8,8,9,9,9,3,3,0,1,0,4,1750,9,379,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0408219945202552,3,2,4,0.0625,110.976716390875,373,-0.0611520942888715,0.109557421519792,373,1.44218383765905,0.58713884862594,373,0.527010417217484,0.0211082170200054,373,-0.776083925259278,0.398821876996456,373,-1.87862801265389,0.197756675758091,0
"374",374,396,502.116,0,4,1,4,5,2,5,5,400,2,5,1,NA,1,0,11,10,11,10,11,11,11,3,3,0,1,1,5,5000,10,396,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00100050033358353,5,4,6,0.0625,152.451246506524,374,-0.0787882038008363,0.134952845692658,374,1.41808911281908,0.579386133424323,374,0.526518858976532,0.0226025163358947,374,-0.794237071059324,0.419056646020166,374,-1.88138047954697,0.193174333095873,0
"375",375,450,259.856,0,2,1,4,4,2,4,4,0,5,30,NA,1,2,4,11,10,11,10,11,11,11,3,3,1,0,1,5,2250,10,450,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0134230203321407,4,3,5,0.0625,132.981391483016,375,-0.0583555010547579,0.102644852780214,375,1.4230716577816,0.573220581496859,375,0.525996777509288,0.0225314334879394,375,-0.778147225816077,0.405305996587837,375,-1.88386137281301,0.193820115171319,0
"376",376,408,459.058,1,4,1,3,2,2,2,2,600,9,70,1,NA,2,4,10,9,9,9,9,10,11,4,4,1,1,1,3,5000,10,408,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0140989243795016,2,1,3,0.0625,101.171210860054,376,-0.197473238822572,0.296421048878949,376,1.45080231642398,0.563358567224592,376,0.525043315686453,0.0223370727509203,376,-0.788924026658523,0.402555926384215,376,-1.89425952448425,0.199744839421331,0
"377",377,402,490.114,0,5,1,1,2,2,1,3,400,6,40,2,NA,2,4,6,2,3,1,2,2,3,2,1,0,0,1,2,2250,5,402,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,0,-0.0179377006866673,2,1,3,0.0625,100.382960394175,377,-1.31400297304769,1.03497065512692,377,1.52715717776681,0.596457072062457,377,0.526695823351504,0.0236779103250408,377,-0.874782619621567,0.400339275161546,377,-1.83538302840841,0.190167940843719,0
"378",378,415,442.367,1,5,1,3,4,2,4,4,500,8,60,1,NA,1,0,11,11,11,10,11,11,11,3,3,1,1,1,4,3500,10,415,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.017291497110061,4,3,5,0.0625,132.120157601895,378,-0.0666038327322729,0.122331560785597,378,1.41746103527969,0.577119595871267,378,0.525721760475269,0.0212428970407944,378,-0.778219579521095,0.402839664385739,378,-1.88443704615167,0.194898620468098,0
"379",379,375,617.663,0,5,3,1,2,2,3,2,500,9,70,1,NA,2,4,10,9,10,8,9,10,10,4,3,1,0,1,5,5000,9,375,3,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0140989243795016,2,1,3,0.0625,101.171210860054,379,-0.0621861465697538,0.108908098922692,379,1.41682720715855,0.567794174880271,379,0.527032138487755,0.0225921421489989,379,-0.809963270712887,0.415999281474954,379,-1.88306589236107,0.20041171222071,0
"380",380,395,529.021,1,5,1,3,1,4,0,5,300,2,5,2,NA,1,0,9,7,7,7,8,9,10,3,3,1,1,0,5,1750,9,395,3,3,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00286123228103223,1,-4,6,1.5625,80.8468504090662,380,-0.19737625014849,0.306590858038955,380,1.39447844329489,0.580412933951322,380,0.526807378304496,0.0218232950655304,380,-0.756578603892719,0.407846710585196,380,-1.89389213634192,0.19484526007653,0
"381",381,433,368.542,0,2,1,5,5,3,2,5,100,5,30,1,NA,2,4,11,11,11,11,10,10,11,3,3,1,1,1,4,1750,10,433,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.017291497110061,5,2,8,0.5625,145.648015177854,381,-0.20078596891334,0.302451956903055,381,1.43004494187225,0.583670675620592,381,0.527520595082592,0.02324127853266,381,-0.798546452687812,0.393436383013062,381,-1.89220076362339,0.191241361535632,0
"382",382,428,394.222,1,4,1,2,4,2,4,4,300,4,20,2,NA,1,0,11,10,7,6,9,9,9,3,3,1,0,1,5,2500,10,428,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00803217169726427,4,3,5,0.0625,134.183737132237,382,-39.745530212646,77.1136556937945,382,1.43944177834239,0.561329463181631,382,0.52809439414167,0.0215029974130178,382,-0.76994369618173,0.360001728082094,382,-1.89957334003829,0.17588144827126,0
"383",383,453,281.159,1,5,1,3,4,2,4,4,400,2,5,1,NA,1,0,11,7,11,9,10,10,9,3,3,1,0,1,5,2750,9,453,3,2,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00181983671698598,4,3,5,0.0625,135.572397955544,383,-0.055787216431714,0.100174017261655,383,1.42597296387731,0.599236450242507,383,0.527563412728093,0.0215874916766528,383,-0.778627401619959,0.419045099033782,383,-1.88170144031855,0.189769072847009,0
"384",384,412,480.665,0,3,1,3,3,4,0,0,400,8,60,1,NA,2,4,11,11,11,11,9,9,9,3,3,0,1,1,5,1750,7,412,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0348872590004405,3,-2,8,1.5625,103.713474252915,384,-0.0533263952557146,0.0930969612533216,384,1.43815746360218,0.567013069781811,384,0.527811782586691,0.0222693128414102,384,-0.75857330284512,0.392227824350531,384,-1.89482072763179,0.18405333610781,0
"385",385,409,487.35,1,4,1,4,4,2,4,4,600,1,1,1,NA,1,0,11,11,11,8,11,11,11,4,4,0,1,1,5,2250,10,409,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.000444543239150158,4,3,5,0.0625,135.880261531852,385,-4.43092761597873,2.33790490142679,385,1.46695237664626,0.581041582213941,385,0.529379802001781,0.0210598585306674,385,-0.586214574260027,0.330545861920279,385,-1.9973988556847,0.214636863837063,0
"386",386,337,791.92,0,4,1,5,4,2,4,4,200,4,20,1,NA,2,4,11,11,11,10,11,11,11,4,4,0,0,1,3,1750,10,337,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0114943794257351,4,3,5,0.0625,133.411254633216,386,-0.0595674469128597,0.099815748396047,386,1.43694856293307,0.573960219408986,386,0.527313647199715,0.0224237851447342,386,-0.82313248878378,0.403436538702845,386,-1.88131548993255,0.191167411007794,0
"387",387,456,280.773,0,4,1,4,4,2,3,3,100,4,20,1,NA,2,4,10,8,9,6,11,11,11,4,4,0,0,1,2,750,10,456,2,3,3,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0270286723879193,4,3,5,0.0625,129.958338919706,387,-0.881958567324751,0.737648523321054,387,1.49387903122264,0.594902744619035,387,0.527173396594914,0.0210955933506566,387,-0.813207995890771,0.392735282788039,387,-1.86561114545788,0.195626504329099,0
"388",388,437,387.003,0,2,1,3,2,2,1,2,300,2,5,1,NA,2,4,10,8,9,8,11,10,11,4,3,0,0,1,2,250,7,437,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0202027073175195,2,1,3,0.0625,99.9188861379326,388,-4.4063274343383,2.25937229380499,388,1.54562958905927,0.489097228626235,388,0.528040718149997,0.0234953560000066,388,-0.559013103867805,0.37835215388775,388,-1.82725553338444,0.176108051326595,0
"389",389,457,291.572,0,3,1,-3,-3,3,0,0,0,8,60,NA,2,1,0,2,1,6,1,1,1,1,3,3,0,0,1,3,2500,10,457,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.0242926925690446,-3,-6,0,0.5625,35.6927234331846,389,-37.2544314722007,86.1911024835956,389,1.43971957051775,0.559176566212193,389,0.528906528021247,0.0208424746021002,389,-0.704360344110983,0.376818164012569,389,-1.87455532457142,0.195891386651971,0
"390",390,386,631.075,1,3,1,1,2,2,1,2,700,8,60,1,NA,2,4,11,8,11,7,9,10,11,3,3,1,0,1,5,5000,10,386,3,2,2,3,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0120725812342692,2,1,3,0.0625,101.588168081696,390,-0.058346312153551,0.0944804136791139,390,1.41095416329598,0.573169742429881,390,0.526084135558357,0.0215297066459792,390,-0.792222617833968,0.396481911559155,390,-1.89181680841629,0.199646134775755,0
"391",391,441,400.82,0,2,1,2,3,2,-4,-4,200,3,10,2,NA,1,0,10,5,3,3,9,9,9,3,3,0,0,0,5,1750,10,441,3,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,0,-0.00573067470898498,3,2,4,0.0625,118.491689836687,391,-0.496847380236875,0.591063146836571,391,1.50002915431975,0.56411333176091,391,0.526454057086253,0.0214070998856329,391,-0.734721739058888,0.416936690806813,391,-1.90648859313328,0.198764935637524,0
"392",392,478,223.702,0,3,1,2,3,2,3,3,100,9,70,1,NA,1,0,9,7,8,11,3,5,6,5,4,0,1,1,5,750,8,478,2,3,1,3,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.0979804083602038,3,2,4,0.0625,99.0777316622813,392,-0.342302909119176,0.518275571637675,392,1.37095962546129,0.55049571815338,392,0.52677627472707,0.0229911701167376,392,-0.785154507551174,0.395246616216002,392,-1.8733172898014,0.186926873594419,0
"393",393,429,454.929,1,1,1,4,4,3,2,2,800,6,40,1,NA,2,4,11,6,11,9,11,11,11,5,5,1,1,1,5,2750,10,429,2,2,2,2,1,1,1,1,1,1,1,1,1,1,1,1,3,1,3,3,1,3,3,2,2,3,3,3,1,2,1,2,2,1,2,3,4,1,2,4,1,-0.0146522767868704,4,1,7,0.5625,129.704731971583,393,-0.193440717547294,0.299303991464125,393,1.42128874267089,0.584832278460606,393,0.525233540717107,0.0217270614334234,393,-0.784699584862248,0.395972159707593,393,-1.8878935596962,0.19740009998661,0
"394",394,417,534.698,0,5,1,1,1,3,1,3,600,2,5,1,NA,1,0,8,8,7,7,9,10,11,3,3,0,1,1,5,1250,10,417,1,1,3,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,3,2,1,2,2,1,2,4,2,1,2,3,1,3,3,1,1,2,3,1,1,2,1,-0.00400802139753882,1,-2,4,0.5625,85.7859953756507,394,-1.06753279496622,0.977020030437119,394,1.34200056306372,0.56603823369832,394,0.523917847368768,0.021100959530518,394,-0.675849399806748,0.384117356476445,394,-1.84906383145268,0.189091297492683,0
