"","X","Task","Choice","RID","DURATION","Gender","AgeBracket","Postcode","Ethnicity","MeanExpectedCurrent","MeanExpectedFuture","Variance","MeanExpectedBest","MeanExpectedWorst","WaterBills","BidLevelFrequency","Bid","WaterBills.1","CouncilTax","block","design_offset","Q16_ClimateCurrentEnvironment","Q16_ClimateCurrentSelf","Q16_MicroplasticsCurrentEnvironment","Q16_MicroplasticsCurrentSelf","Q16_MicroplasticsTen","Q16_MicroplasticsTwentyFive","Q16_MicroplasticsFifty","Q17_PandemicEnvironment","Q17_PandemicMicroplastics","Coronavirus","Charity","Consequentiality","Education","Income","Understanding","RID.1","CV","av_A","av_B","av_C","ID","Respondent","Performance_A","Emission_A","Price_A","Performance_B","Emission_B","Price_B","Performance_C","Emission_C","Price_C"
"972","X243.3",4,2,194,856.604,1,2,"se5 7ln",1,4,2,2,3,3,0,10,80,NA,1,1,0,11,9,11,11,11,11,11,3,3,1,0,1,5,2500,9,194,1,1,1,1,972,243,0,0,0,10,10,0.5,50,40,1
"973","X244",1,3,275,441.728,1,1,"LL18 6BP",1,3,4,2,3,5,500,2,5,1,NA,2,4,10,10,10,10,8,11,11,5,5,1,0,1,4,2250,8,275,1,1,1,1,973,244,0,0,0,50,10,1,5,40,5
"974","X244.1",2,2,275,441.728,1,1,"LL18 6BP",1,3,4,2,3,5,500,2,5,1,NA,2,4,10,10,10,10,8,11,11,5,5,1,0,1,4,2250,8,275,1,1,1,1,974,244,0,0,0,5,90,2.5,10,10,0.5
"975","X244.2",3,3,275,441.728,1,1,"LL18 6BP",1,3,4,2,3,5,500,2,5,1,NA,2,4,10,10,10,10,8,11,11,5,5,1,0,1,4,2250,8,275,1,1,1,1,975,244,0,0,0,50,90,2.5,5,40,1
"976","X244.3",4,3,275,441.728,1,1,"LL18 6BP",1,3,4,2,3,5,500,2,5,1,NA,2,4,10,10,10,10,8,11,11,5,5,1,0,1,4,2250,8,275,1,1,1,1,976,244,0,0,0,50,40,2.5,10,90,5
"977","X245",1,1,174,961.123,0,2,"B92 8BQ",1,2,3,2,0,5,0,3,10,NA,1,2,4,9,9,9,8,5,4,4,2,3,0,0,1,3,2500,8,174,1,1,1,1,977,245,0,0,0,50,10,1,5,40,5
"978","X245.1",2,3,174,961.123,0,2,"B92 8BQ",1,2,3,2,0,5,0,3,10,NA,1,2,4,9,9,9,8,5,4,4,2,3,0,0,1,3,2500,8,174,1,1,1,1,978,245,0,0,0,5,90,2.5,10,10,0.5
"979","X245.2",3,3,174,961.123,0,2,"B92 8BQ",1,2,3,2,0,5,0,3,10,NA,1,2,4,9,9,9,8,5,4,4,2,3,0,0,1,3,2500,8,174,1,1,1,1,979,245,0,0,0,50,90,2.5,5,40,1
"980","X245.3",4,1,174,961.123,0,2,"B92 8BQ",1,2,3,2,0,5,0,3,10,NA,1,2,4,9,9,9,8,5,4,4,2,3,0,0,1,3,2500,8,174,1,1,1,1,980,245,0,0,0,50,40,2.5,10,90,5
"981","X246",1,2,332,236.48,1,1,"B92",1,-2,1,4,2,1,200,3,10,2,NA,1,0,11,10,10,8,9,9,8,4,5,1,0,0,5,1250,7,332,0,1,1,1,981,246,0,0,0,5,10,1,10,90,2.5
"982","X246.1",2,2,332,236.48,1,1,"B92",1,-2,1,4,2,1,200,3,10,2,NA,1,0,11,10,10,8,9,9,8,4,5,1,0,0,5,1250,7,332,0,1,1,1,982,246,0,0,0,10,40,5,50,10,0.5
"983","X246.2",3,2,332,236.48,1,1,"B92",1,-2,1,4,2,1,200,3,10,2,NA,1,0,11,10,10,8,9,9,8,4,5,1,0,0,5,1250,7,332,0,1,1,1,983,246,0,0,0,50,40,1,5,10,0.5
"984","X246.3",4,3,332,236.48,1,1,"B92",1,-2,1,4,2,1,200,3,10,2,NA,1,0,11,10,10,8,9,9,8,4,5,1,0,0,5,1250,7,332,0,1,1,1,984,246,0,0,0,10,10,0.5,50,40,1
"985","X247",1,2,312,294.489,1,3,"Gu52 7SZ",1,2,1,3,1,1,200,7,50,1,NA,2,4,11,9,11,7,7,8,9,3,3,0,0,1,5,750,10,312,1,1,1,1,985,247,0,0,0,50,10,1,5,40,5
"986","X247.1",2,3,312,294.489,1,3,"Gu52 7SZ",1,2,1,3,1,1,200,7,50,1,NA,2,4,11,9,11,7,7,8,9,3,3,0,0,1,5,750,10,312,1,1,1,1,986,247,0,0,0,5,90,2.5,10,10,0.5
"987","X247.2",3,3,312,294.489,1,3,"Gu52 7SZ",1,2,1,3,1,1,200,7,50,1,NA,2,4,11,9,11,7,7,8,9,3,3,0,0,1,5,750,10,312,1,1,1,1,987,247,0,0,0,50,90,2.5,5,40,1
"988","X247.3",4,2,312,294.489,1,3,"Gu52 7SZ",1,2,1,3,1,1,200,7,50,1,NA,2,4,11,9,11,7,7,8,9,3,3,0,0,1,5,750,10,312,1,1,1,1,988,247,0,0,0,50,40,2.5,10,90,5
"989","X248",1,1,294,369.702,1,2,"TN37 6SA",1,3,4,3,3,3,700,4,20,1,NA,1,0,10,8,9,8,9,9,9,3,3,1,1,0,5,2750,10,294,1,1,1,1,989,248,0,0,0,5,10,1,10,90,2.5
"990","X248.1",2,1,294,369.702,1,2,"TN37 6SA",1,3,4,3,3,3,700,4,20,1,NA,1,0,10,8,9,8,9,9,9,3,3,1,1,0,5,2750,10,294,1,1,1,1,990,248,0,0,0,10,40,5,50,10,0.5
"991","X248.2",3,1,294,369.702,1,2,"TN37 6SA",1,3,4,3,3,3,700,4,20,1,NA,1,0,10,8,9,8,9,9,9,3,3,1,1,0,5,2750,10,294,1,1,1,1,991,248,0,0,0,50,40,1,5,10,0.5
"992","X248.3",4,2,294,369.702,1,2,"TN37 6SA",1,3,4,3,3,3,700,4,20,1,NA,1,0,10,8,9,8,9,9,9,3,3,1,1,0,5,2750,10,294,1,1,1,1,992,248,0,0,0,10,10,0.5,50,40,1
"993","X249",1,1,326,272.584,0,3,"CB3 0DS",1,0,0,4,-5,5,0,2,5,NA,2,1,0,9,6,8,6,6,6,6,3,3,1,0,1,5,5000,7,326,0,1,1,1,993,249,0,0,0,5,10,1,10,90,2.5
"994","X249.1",2,1,326,272.584,0,3,"CB3 0DS",1,0,0,4,-5,5,0,2,5,NA,2,1,0,9,6,8,6,6,6,6,3,3,1,0,1,5,5000,7,326,0,1,1,1,994,249,0,0,0,10,40,5,50,10,0.5
"995","X249.2",3,1,326,272.584,0,3,"CB3 0DS",1,0,0,4,-5,5,0,2,5,NA,2,1,0,9,6,8,6,6,6,6,3,3,1,0,1,5,5000,7,326,0,1,1,1,995,249,0,0,0,50,40,1,5,10,0.5
"996","X249.3",4,1,326,272.584,0,3,"CB3 0DS",1,0,0,4,-5,5,0,2,5,NA,2,1,0,9,6,8,6,6,6,6,3,3,1,0,1,5,5000,7,326,0,1,1,1,996,249,0,0,0,10,10,0.5,50,40,1
"997","X250",1,3,280,438.191,0,5,"TA19 9LG",1,3,1,4,1,2,200,4,20,1,NA,1,0,10,7,10,7,10,10,10,3,3,0,1,0,5,3500,10,280,1,1,1,1,997,250,0,0,0,5,10,1,10,90,2.5
"998","X250.1",2,3,280,438.191,0,5,"TA19 9LG",1,3,1,4,1,2,200,4,20,1,NA,1,0,10,7,10,7,10,10,10,3,3,0,1,0,5,3500,10,280,1,1,1,1,998,250,0,0,0,10,40,5,50,10,0.5
"999","X250.2",3,2,280,438.191,0,5,"TA19 9LG",1,3,1,4,1,2,200,4,20,1,NA,1,0,10,7,10,7,10,10,10,3,3,0,1,0,5,3500,10,280,1,1,1,1,999,250,0,0,0,50,40,1,5,10,0.5
"1000","X250.3",4,2,280,438.191,0,5,"TA19 9LG",1,3,1,4,1,2,200,4,20,1,NA,1,0,10,7,10,7,10,10,10,3,3,0,1,0,5,3500,10,280,1,1,1,1,1000,250,0,0,0,10,10,0.5,50,40,1
"1001","X251",1,2,291,407.486,1,1,"SG128JN",1,3,2,2,1,3,300,3,10,2,NA,1,0,11,7,11,7,8,10,10,4,3,1,0,1,5,2750,10,291,0,1,1,1,1001,251,0,0,0,5,10,1,10,90,2.5
"1002","X251.1",2,2,291,407.486,1,1,"SG128JN",1,3,2,2,1,3,300,3,10,2,NA,1,0,11,7,11,7,8,10,10,4,3,1,0,1,5,2750,10,291,0,1,1,1,1002,251,0,0,0,10,40,5,50,10,0.5
"1003","X251.2",3,3,291,407.486,1,1,"SG128JN",1,3,2,2,1,3,300,3,10,2,NA,1,0,11,7,11,7,8,10,10,4,3,1,0,1,5,2750,10,291,0,1,1,1,1003,251,0,0,0,50,40,1,5,10,0.5
"1004","X251.3",4,2,291,407.486,1,1,"SG128JN",1,3,2,2,1,3,300,3,10,2,NA,1,0,11,7,11,7,8,10,10,4,3,1,0,1,5,2750,10,291,0,1,1,1,1004,251,0,0,0,10,10,0.5,50,40,1
"1005","X252",1,3,306,360.243,1,3,"Al10",1,3,0,4,0,0,600,6,40,1,NA,1,0,10,7,9,7,6,7,8,3,3,1,1,1,5,4500,9,306,1,1,1,1,1005,252,0,0,0,5,10,1,10,90,2.5
"1006","X252.1",2,3,306,360.243,1,3,"Al10",1,3,0,4,0,0,600,6,40,1,NA,1,0,10,7,9,7,6,7,8,3,3,1,1,1,5,4500,9,306,1,1,1,1,1006,252,0,0,0,10,40,5,50,10,0.5
"1007","X252.2",3,3,306,360.243,1,3,"Al10",1,3,0,4,0,0,600,6,40,1,NA,1,0,10,7,9,7,6,7,8,3,3,1,1,1,5,4500,9,306,1,1,1,1,1007,252,0,0,0,50,40,1,5,10,0.5
"1008","X252.3",4,2,306,360.243,1,3,"Al10",1,3,0,4,0,0,600,6,40,1,NA,1,0,10,7,9,7,6,7,8,3,3,1,1,1,5,4500,9,306,1,1,1,1,1008,252,0,0,0,10,10,0.5,50,40,1
"1009","X253",1,1,219,742.041,1,1,"Wf14 4eq",1,4,4,3,4,4,500,8,60,1,NA,2,4,11,8,10,10,11,11,11,3,3,1,1,1,5,750,10,219,1,1,1,1,1009,253,0,0,0,50,10,1,5,40,5
"1010","X253.1",2,2,219,742.041,1,1,"Wf14 4eq",1,4,4,3,4,4,500,8,60,1,NA,2,4,11,8,10,10,11,11,11,3,3,1,1,1,5,750,10,219,1,1,1,1,1010,253,0,0,0,5,90,2.5,10,10,0.5
"1011","X253.2",3,3,219,742.041,1,1,"Wf14 4eq",1,4,4,3,4,4,500,8,60,1,NA,2,4,11,8,10,10,11,11,11,3,3,1,1,1,5,750,10,219,1,1,1,1,1011,253,0,0,0,50,90,2.5,5,40,1
"1012","X253.3",4,2,219,742.041,1,1,"Wf14 4eq",1,4,4,3,4,4,500,8,60,1,NA,2,4,11,8,10,10,11,11,11,3,3,1,1,1,5,750,10,219,1,1,1,1,1012,253,0,0,0,50,40,2.5,10,90,5
"1013","X254",1,2,304,369.814,1,1,"TS26 8NS",1,4,4,3,4,4,0,10,80,NA,1,1,0,11,9,11,9,10,10,10,2,3,0,0,0,4,2500,8,304,1,1,1,1,1013,254,0,0,0,5,10,1,10,90,2.5
"1014","X254.1",2,1,304,369.814,1,1,"TS26 8NS",1,4,4,3,4,4,0,10,80,NA,1,1,0,11,9,11,9,10,10,10,2,3,0,0,0,4,2500,8,304,1,1,1,1,1014,254,0,0,0,10,40,5,50,10,0.5
"1015","X254.2",3,3,304,369.814,1,1,"TS26 8NS",1,4,4,3,4,4,0,10,80,NA,1,1,0,11,9,11,9,10,10,10,2,3,0,0,0,4,2500,8,304,1,1,1,1,1015,254,0,0,0,50,40,1,5,10,0.5
"1016","X254.3",4,2,304,369.814,1,1,"TS26 8NS",1,4,4,3,4,4,0,10,80,NA,1,1,0,11,9,11,9,10,10,10,2,3,0,0,0,4,2500,8,304,1,1,1,1,1016,254,0,0,0,10,10,0.5,50,40,1
"1017","X255",1,2,284,439.274,1,2,"BT29 4XX",1,5,5,2,4,4,0,10,80,NA,1,1,0,4,1,8,11,11,11,11,3,3,1,0,0,5,3500,9,284,1,1,1,1,1017,255,0,0,0,5,10,1,10,90,2.5
"1018","X255.1",2,3,284,439.274,1,2,"BT29 4XX",1,5,5,2,4,4,0,10,80,NA,1,1,0,4,1,8,11,11,11,11,3,3,1,0,0,5,3500,9,284,1,1,1,1,1018,255,0,0,0,10,40,5,50,10,0.5
"1019","X255.2",3,2,284,439.274,1,2,"BT29 4XX",1,5,5,2,4,4,0,10,80,NA,1,1,0,4,1,8,11,11,11,11,3,3,1,0,0,5,3500,9,284,1,1,1,1,1019,255,0,0,0,50,40,1,5,10,0.5
"1020","X255.3",4,2,284,439.274,1,2,"BT29 4XX",1,5,5,2,4,4,0,10,80,NA,1,1,0,4,1,8,11,11,11,11,3,3,1,0,0,5,3500,9,284,1,1,1,1,1020,255,0,0,0,10,10,0.5,50,40,1
"1021","X256",1,3,323,322.014,1,1,"CO7 8ft",1,2,2,2,1,3,400,6,40,1,NA,1,0,11,9,11,7,8,9,10,3,3,0,1,1,5,2250,10,323,1,1,1,1,1021,256,0,0,0,5,10,1,10,90,2.5
"1022","X256.1",2,2,323,322.014,1,1,"CO7 8ft",1,2,2,2,1,3,400,6,40,1,NA,1,0,11,9,11,7,8,9,10,3,3,0,1,1,5,2250,10,323,1,1,1,1,1022,256,0,0,0,10,40,5,50,10,0.5
"1023","X256.2",3,3,323,322.014,1,1,"CO7 8ft",1,2,2,2,1,3,400,6,40,1,NA,1,0,11,9,11,7,8,9,10,3,3,0,1,1,5,2250,10,323,1,1,1,1,1023,256,0,0,0,50,40,1,5,10,0.5
"1024","X256.3",4,2,323,322.014,1,1,"CO7 8ft",1,2,2,2,1,3,400,6,40,1,NA,1,0,11,9,11,7,8,9,10,3,3,0,1,1,5,2250,10,323,1,1,1,1,1024,256,0,0,0,10,10,0.5,50,40,1
"1025","X257",1,2,309,357.265,1,4,"SG5 4AP",1,2,3,2,2,3,400,2,5,1,NA,2,4,9,8,7,7,9,10,11,4,4,0,0,1,3,4500,8,309,1,1,1,1,1025,257,0,0,0,50,10,1,5,40,5
"1026","X257.1",2,2,309,357.265,1,4,"SG5 4AP",1,2,3,2,2,3,400,2,5,1,NA,2,4,9,8,7,7,9,10,11,4,4,0,0,1,3,4500,8,309,1,1,1,1,1026,257,0,0,0,5,90,2.5,10,10,0.5
"1027","X257.2",3,3,309,357.265,1,4,"SG5 4AP",1,2,3,2,2,3,400,2,5,1,NA,2,4,9,8,7,7,9,10,11,4,4,0,0,1,3,4500,8,309,1,1,1,1,1027,257,0,0,0,50,90,2.5,5,40,1
"1028","X257.3",4,3,309,357.265,1,4,"SG5 4AP",1,2,3,2,2,3,400,2,5,1,NA,2,4,9,8,7,7,9,10,11,4,4,0,0,1,3,4500,8,309,1,1,1,1,1028,257,0,0,0,50,40,2.5,10,90,5
"1029","X258",1,2,340,265.406,0,1,"g72 9ar",1,4,2,1,3,5,400,6,40,1,NA,2,4,11,11,11,11,11,11,11,5,4,0,0,1,5,2750,10,340,1,1,1,1,1029,258,0,0,0,50,10,1,5,40,5
"1030","X258.1",2,2,340,265.406,0,1,"g72 9ar",1,4,2,1,3,5,400,6,40,1,NA,2,4,11,11,11,11,11,11,11,5,4,0,0,1,5,2750,10,340,1,1,1,1,1030,258,0,0,0,5,90,2.5,10,10,0.5
"1031","X258.2",3,2,340,265.406,0,1,"g72 9ar",1,4,2,1,3,5,400,6,40,1,NA,2,4,11,11,11,11,11,11,11,5,4,0,0,1,5,2750,10,340,1,1,1,1,1031,258,0,0,0,50,90,2.5,5,40,1
"1032","X258.3",4,3,340,265.406,0,1,"g72 9ar",1,4,2,1,3,5,400,6,40,1,NA,2,4,11,11,11,11,11,11,11,5,4,0,0,1,5,2750,10,340,1,1,1,1,1032,258,0,0,0,50,40,2.5,10,90,5
"1033","X259",1,3,182,1009.298,1,1,"NG4 2RJ",1,4,4,2,2,0,500,8,60,1,NA,1,0,10,8,10,8,11,11,11,4,3,1,1,1,5,2750,10,182,1,1,1,1,1033,259,0,0,0,5,10,1,10,90,2.5
"1034","X259.1",2,3,182,1009.298,1,1,"NG4 2RJ",1,4,4,2,2,0,500,8,60,1,NA,1,0,10,8,10,8,11,11,11,4,3,1,1,1,5,2750,10,182,1,1,1,1,1034,259,0,0,0,10,40,5,50,10,0.5
"1035","X259.2",3,2,182,1009.298,1,1,"NG4 2RJ",1,4,4,2,2,0,500,8,60,1,NA,1,0,10,8,10,8,11,11,11,4,3,1,1,1,5,2750,10,182,1,1,1,1,1035,259,0,0,0,50,40,1,5,10,0.5
"1036","X259.3",4,2,182,1009.298,1,1,"NG4 2RJ",1,4,4,2,2,0,500,8,60,1,NA,1,0,10,8,10,8,11,11,11,4,3,1,1,1,5,2750,10,182,1,1,1,1,1036,259,0,0,0,10,10,0.5,50,40,1
"1037","X260",1,2,277,515.746,1,3,"EH3 5BE",1,-3,0,4,3,4,0,9,70,NA,2,1,0,10,9,9,9,11,11,11,5,3,1,0,0,5,3500,9,277,0,1,1,1,1037,260,0,0,0,5,10,1,10,90,2.5
"1038","X260.1",2,1,277,515.746,1,3,"EH3 5BE",1,-3,0,4,3,4,0,9,70,NA,2,1,0,10,9,9,9,11,11,11,5,3,1,0,0,5,3500,9,277,0,1,1,1,1038,260,0,0,0,10,40,5,50,10,0.5
"1039","X260.2",3,3,277,515.746,1,3,"EH3 5BE",1,-3,0,4,3,4,0,9,70,NA,2,1,0,10,9,9,9,11,11,11,5,3,1,0,0,5,3500,9,277,0,1,1,1,1039,260,0,0,0,50,40,1,5,10,0.5
"1040","X260.3",4,1,277,515.746,1,3,"EH3 5BE",1,-3,0,4,3,4,0,9,70,NA,2,1,0,10,9,9,9,11,11,11,5,3,1,0,0,5,3500,9,277,0,1,1,1,1040,260,0,0,0,10,10,0.5,50,40,1
"1041","X261",1,1,297,422.385,0,3,"GU34 2EF",1,2,3,2,3,2,500,5,30,1,NA,2,4,10,9,9,9,10,9,10,4,4,1,0,0,5,2750,8,297,1,1,1,1,1041,261,0,0,0,50,10,1,5,40,5
"1042","X261.1",2,2,297,422.385,0,3,"GU34 2EF",1,2,3,2,3,2,500,5,30,1,NA,2,4,10,9,9,9,10,9,10,4,4,1,0,0,5,2750,8,297,1,1,1,1,1042,261,0,0,0,5,90,2.5,10,10,0.5
"1043","X261.2",3,2,297,422.385,0,3,"GU34 2EF",1,2,3,2,3,2,500,5,30,1,NA,2,4,10,9,9,9,10,9,10,4,4,1,0,0,5,2750,8,297,1,1,1,1,1043,261,0,0,0,50,90,2.5,5,40,1
"1044","X261.3",4,3,297,422.385,0,3,"GU34 2EF",1,2,3,2,3,2,500,5,30,1,NA,2,4,10,9,9,9,10,9,10,4,4,1,0,0,5,2750,8,297,1,1,1,1,1044,261,0,0,0,50,40,2.5,10,90,5
"1045","X262",1,3,278,516.105,1,3,"dt9 4bj",1,4,2,2,0,0,500,6,40,1,NA,1,0,10,8,10,7,10,11,11,3,3,1,0,0,4,3500,10,278,1,1,1,1,1045,262,0,0,0,5,10,1,10,90,2.5
"1046","X262.1",2,1,278,516.105,1,3,"dt9 4bj",1,4,2,2,0,0,500,6,40,1,NA,1,0,10,8,10,7,10,11,11,3,3,1,0,0,4,3500,10,278,1,1,1,1,1046,262,0,0,0,10,40,5,50,10,0.5
"1047","X262.2",3,3,278,516.105,1,3,"dt9 4bj",1,4,2,2,0,0,500,6,40,1,NA,1,0,10,8,10,7,10,11,11,3,3,1,0,0,4,3500,10,278,1,1,1,1,1047,262,0,0,0,50,40,1,5,10,0.5
"1048","X262.3",4,2,278,516.105,1,3,"dt9 4bj",1,4,2,2,0,0,500,6,40,1,NA,1,0,10,8,10,7,10,11,11,3,3,1,0,0,4,3500,10,278,1,1,1,1,1048,262,0,0,0,10,10,0.5,50,40,1
"1049","X263",1,3,317,361.533,1,1,"cv37 0tx",1,3,3,2,2,2,1000,9,70,1,NA,1,0,10,8,7,7,8,8,9,4,4,1,0,1,5,5000,10,317,1,1,1,1,1049,263,0,0,0,5,10,1,10,90,2.5
"1050","X263.1",2,1,317,361.533,1,1,"cv37 0tx",1,3,3,2,2,2,1000,9,70,1,NA,1,0,10,8,7,7,8,8,9,4,4,1,0,1,5,5000,10,317,1,1,1,1,1050,263,0,0,0,10,40,5,50,10,0.5
"1051","X263.2",3,3,317,361.533,1,1,"cv37 0tx",1,3,3,2,2,2,1000,9,70,1,NA,1,0,10,8,7,7,8,8,9,4,4,1,0,1,5,5000,10,317,1,1,1,1,1051,263,0,0,0,50,40,1,5,10,0.5
"1052","X263.3",4,2,317,361.533,1,1,"cv37 0tx",1,3,3,2,2,2,1000,9,70,1,NA,1,0,10,8,7,7,8,8,9,4,4,1,0,1,5,5000,10,317,1,1,1,1,1052,263,0,0,0,10,10,0.5,50,40,1
"1053","X264",1,2,329,325.85,1,4,"pa18 6dg",1,2,0,3,0,2,200,9,70,2,NA,2,4,6,6,7,7,7,7,7,3,3,0,0,1,3,1250,10,329,0,1,1,1,1053,264,0,0,0,50,10,1,5,40,5
"1054","X264.1",2,3,329,325.85,1,4,"pa18 6dg",1,2,0,3,0,2,200,9,70,2,NA,2,4,6,6,7,7,7,7,7,3,3,0,0,1,3,1250,10,329,0,1,1,1,1054,264,0,0,0,5,90,2.5,10,10,0.5
"1055","X264.2",3,1,329,325.85,1,4,"pa18 6dg",1,2,0,3,0,2,200,9,70,2,NA,2,4,6,6,7,7,7,7,7,3,3,0,0,1,3,1250,10,329,0,1,1,1,1055,264,0,0,0,50,90,2.5,5,40,1
"1056","X264.3",4,1,329,325.85,1,4,"pa18 6dg",1,2,0,3,0,2,200,9,70,2,NA,2,4,6,6,7,7,7,7,7,3,3,0,0,1,3,1250,10,329,0,1,1,1,1056,264,0,0,0,50,40,2.5,10,90,5
"1057","X265",1,3,288,472.541,1,4,"YO25 5JY",1,3,2,2,0,0,700,3,10,1,NA,2,4,10,8,8,7,8,9,10,4,3,0,1,1,3,2250,10,288,1,1,1,1,1057,265,0,0,0,50,10,1,5,40,5
"1058","X265.1",2,2,288,472.541,1,4,"YO25 5JY",1,3,2,2,0,0,700,3,10,1,NA,2,4,10,8,8,7,8,9,10,4,3,0,1,1,3,2250,10,288,1,1,1,1,1058,265,0,0,0,5,90,2.5,10,10,0.5
"1059","X265.2",3,2,288,472.541,1,4,"YO25 5JY",1,3,2,2,0,0,700,3,10,1,NA,2,4,10,8,8,7,8,9,10,4,3,0,1,1,3,2250,10,288,1,1,1,1,1059,265,0,0,0,50,90,2.5,5,40,1
"1060","X265.3",4,3,288,472.541,1,4,"YO25 5JY",1,3,2,2,0,0,700,3,10,1,NA,2,4,10,8,8,7,8,9,10,4,3,0,1,1,3,2250,10,288,1,1,1,1,1060,265,0,0,0,50,40,2.5,10,90,5
"1061","X266",1,2,264,602.146,1,4,"S25 2uu",1,-3,5,2,5,5,500,6,40,2,NA,1,0,11,11,11,11,11,11,11,3,3,1,0,0,2,3500,5,264,0,1,1,1,1061,266,0,0,0,5,10,1,10,90,2.5
"1062","X266.1",2,3,264,602.146,1,4,"S25 2uu",1,-3,5,2,5,5,500,6,40,2,NA,1,0,11,11,11,11,11,11,11,3,3,1,0,0,2,3500,5,264,0,1,1,1,1062,266,0,0,0,10,40,5,50,10,0.5
"1063","X266.2",3,3,264,602.146,1,4,"S25 2uu",1,-3,5,2,5,5,500,6,40,2,NA,1,0,11,11,11,11,11,11,11,3,3,1,0,0,2,3500,5,264,0,1,1,1,1063,266,0,0,0,50,40,1,5,10,0.5
"1064","X266.3",4,2,264,602.146,1,4,"S25 2uu",1,-3,5,2,5,5,500,6,40,2,NA,1,0,11,11,11,11,11,11,11,3,3,1,0,0,2,3500,5,264,0,1,1,1,1064,266,0,0,0,10,10,0.5,50,40,1
"1065","X267",1,3,233,716.196,1,2,"OL1 4RJ",4,4,2,2,3,3,300,8,60,1,NA,2,4,11,10,10,10,10,11,11,5,4,1,1,1,5,2750,10,233,1,1,1,1,1065,267,0,0,0,50,10,1,5,40,5
"1066","X267.1",2,2,233,716.196,1,2,"OL1 4RJ",4,4,2,2,3,3,300,8,60,1,NA,2,4,11,10,10,10,10,11,11,5,4,1,1,1,5,2750,10,233,1,1,1,1,1066,267,0,0,0,5,90,2.5,10,10,0.5
"1067","X267.2",3,3,233,716.196,1,2,"OL1 4RJ",4,4,2,2,3,3,300,8,60,1,NA,2,4,11,10,10,10,10,11,11,5,4,1,1,1,5,2750,10,233,1,1,1,1,1067,267,0,0,0,50,90,2.5,5,40,1
"1068","X267.3",4,2,233,716.196,1,2,"OL1 4RJ",4,4,2,2,3,3,300,8,60,1,NA,2,4,11,10,10,10,10,11,11,5,4,1,1,1,5,2750,10,233,1,1,1,1,1068,267,0,0,0,50,40,2.5,10,90,5
"1069","X268",1,1,269,576.142,0,3,"WV1",1,5,2,3,4,3,400,1,1,1,NA,2,4,11,6,11,9,10,10,10,5,4,1,0,1,2,2750,10,269,1,1,1,1,1069,268,0,0,0,50,10,1,5,40,5
"1070","X268.1",2,1,269,576.142,0,3,"WV1",1,5,2,3,4,3,400,1,1,1,NA,2,4,11,6,11,9,10,10,10,5,4,1,0,1,2,2750,10,269,1,1,1,1,1070,268,0,0,0,5,90,2.5,10,10,0.5
"1071","X268.2",3,1,269,576.142,0,3,"WV1",1,5,2,3,4,3,400,1,1,1,NA,2,4,11,6,11,9,10,10,10,5,4,1,0,1,2,2750,10,269,1,1,1,1,1071,268,0,0,0,50,90,2.5,5,40,1
"1072","X268.3",4,1,269,576.142,0,3,"WV1",1,5,2,3,4,3,400,1,1,1,NA,2,4,11,6,11,9,10,10,10,5,4,1,0,1,2,2750,10,269,1,1,1,1,1072,268,0,0,0,50,40,2.5,10,90,5
"1073","X269",1,3,347,279.833,0,2,"LS63EZ",1,3,2,2,-2,3,500,1,1,1,NA,2,4,11,9,10,7,10,11,11,4,3,0,1,1,5,2250,10,347,1,1,1,1,1073,269,0,0,0,50,10,1,5,40,5
"1074","X269.1",2,2,347,279.833,0,2,"LS63EZ",1,3,2,2,-2,3,500,1,1,1,NA,2,4,11,9,10,7,10,11,11,4,3,0,1,1,5,2250,10,347,1,1,1,1,1074,269,0,0,0,5,90,2.5,10,10,0.5
"1075","X269.2",3,3,347,279.833,0,2,"LS63EZ",1,3,2,2,-2,3,500,1,1,1,NA,2,4,11,9,10,7,10,11,11,4,3,0,1,1,5,2250,10,347,1,1,1,1,1075,269,0,0,0,50,90,2.5,5,40,1
"1076","X269.3",4,3,347,279.833,0,2,"LS63EZ",1,3,2,2,-2,3,500,1,1,1,NA,2,4,11,9,10,7,10,11,11,4,3,0,1,1,5,2250,10,347,1,1,1,1,1076,269,0,0,0,50,40,2.5,10,90,5
"1077","X270",1,3,268,584.53,1,5,"G53 5HU",1,5,5,3,5,5,300,8,60,1,NA,2,4,11,8,11,11,11,11,11,5,5,1,0,0,4,2750,9,268,1,1,1,1,1077,270,0,0,0,50,10,1,5,40,5
"1078","X270.1",2,2,268,584.53,1,5,"G53 5HU",1,5,5,3,5,5,300,8,60,1,NA,2,4,11,8,11,11,11,11,11,5,5,1,0,0,4,2750,9,268,1,1,1,1,1078,270,0,0,0,5,90,2.5,10,10,0.5
"1079","X270.2",3,2,268,584.53,1,5,"G53 5HU",1,5,5,3,5,5,300,8,60,1,NA,2,4,11,8,11,11,11,11,11,5,5,1,0,0,4,2750,9,268,1,1,1,1,1079,270,0,0,0,50,90,2.5,5,40,1
"1080","X270.3",4,3,268,584.53,1,5,"G53 5HU",1,5,5,3,5,5,300,8,60,1,NA,2,4,11,8,11,11,11,11,11,5,5,1,0,0,4,2750,9,268,1,1,1,1,1080,270,0,0,0,50,40,2.5,10,90,5
"1081","X271",1,2,348,288.925,1,5,"DY8 3LF",1,3,5,1,2,2,300,10,80,2,NA,2,4,10,3,10,3,10,10,10,3,3,1,0,1,2,1750,7,348,0,1,1,1,1081,271,0,0,0,50,10,1,5,40,5
